Coin,sentiment_class,total_pnl,avg_pnl,win_rate,trade_count,volume
JUP,Extreme Fear,17.45184,8.72592,1.0,2,982.28
JUP,Extreme Greed,2347.237471,22.56959106730769,0.9903846153846154,104,96868.4
JUP,Fear,-2824.07741,-80.68792599999999,0.9428571428571428,35,42536.04
JUP,Greed,43234.079594,270.2129974625,0.95,160,621386.33
JUP,Neutral,134.531822,26.9063644,1.0,5,2750.25
KAITO,Extreme Fear,5172.473377,82.10275201587302,0.9841269841269841,63,161113.05
KAITO,Fear,-14900.55358,-215.95005188405796,0.014492753623188406,69,229745.65
KAITO,Greed,113.068789,8.076342071428572,1.0,14,4671.45
KAITO,Neutral,879.870453,32.587794555555554,1.0,27,17513.33
LAYER,Fear,13189.0,1014.5384615384615,1.0,13,19500.0
LAYER,Neutral,7307.4351,110.71871363636363,0.7727272727272727,66,318391.6
LDO,Extreme Greed,168.892297,6.031867750000001,1.0,28,7382.76
LDO,Fear,36.630072,6.105011999999999,1.0,6,2434.62
LDO,Greed,15.493535999999999,3.0987071999999998,0.8,5,3702.46
LDO,Neutral,85.906066,10.73825825,1.0,8,3965.37
LINK,Extreme Greed,109.90836,1.6652781818181819,0.8939393939393939,66,11279.73
LINK,Fear,3813.926135,119.18519171875,0.84375,32,27446.31
LINK,Greed,487.77298,9.564176078431373,0.8431372549019608,51,174634.05
LINK,Neutral,189.49091900000002,8.613223590909092,1.0,22,8992.13
LISTA,Neutral,4.46974,4.46974,1.0,1,995.13
LOOM,Extreme Greed,215.057055,107.5285275,1.0,2,965.39
LTC,Extreme Greed,2422.714344,26.050691870967743,1.0,93,152992.44
LTC,Fear,3164.3138000000004,395.53922500000004,1.0,8,17236.260000000002
LTC,Greed,22.68381,2.83547625,1.0,8,386.81
LTC,Neutral,16.43157,5.47719,1.0,3,347.93
MANTA,Extreme Greed,1303.721216,26.07442432,0.82,50,33638.92
MANTA,Greed,179.92768999999998,44.981922499999996,1.0,4,4671.1900000000005
MATIC,Extreme Greed,915.560676,152.593446,1.0,6,20921.73
MATIC,Greed,-246.629659,-18.971512230769232,0.3076923076923077,13,95193.86
MAV,Neutral,0.0189,0.0189,1.0,1,10.53
MAVIA,Extreme Greed,1801.5562400000001,163.77784,1.0,11,28918.66
MAVIA,Fear,3204.974292,45.78534702857143,1.0,70,69967.65
MAVIA,Greed,1855.514424,27.28697682352941,1.0,68,29474.53
MAVIA,Neutral,1395.255089,16.22389638372093,1.0,86,56150.29
ME,Extreme Greed,24.280158,12.140079,1.0,2,863.4
ME,Fear,13858.127604000001,83.98865214545455,0.7818181818181819,165,70472.84
ME,Greed,5407.838932,225.32662216666665,1.0,24,55680.76
ME,Neutral,-3278.346756,-102.448336125,0.5,32,25846.62
MELANIA,Extreme Fear,97379.167198,278.2261919942857,1.0,350,542149.62
MELANIA,Extreme Greed,-18726.171999,-125.67900670469797,0.5033557046979866,149,277016.61
MELANIA,Fear,196849.124287,330.8388643478992,0.9949579831932773,595,1136371.97
MELANIA,Greed,73550.500324,72.32104259980333,0.8357915437561455,1017,1253041.59
MELANIA,Neutral,41298.450046,412.98450046,0.99,100,363179.58999999997
MEME,Extreme Greed,3570.798514,108.20601557575758,1.0,33,47256.76
MEME,Fear,-115.671181,-14.458897625,0.25,8,3150.14
MEME,Greed,839.063101,69.92192508333333,1.0,12,36246.46
MEME,Neutral,163.009986,54.336662,1.0,3,1557.75
MERL,Greed,-3.17364,-3.17364,0.0,1,46.68
MEW,Extreme Greed,28.063128,4.677188,1.0,6,418.85
MEW,Neutral,4.398952,4.398952,1.0,1,217.56
MINA,Greed,198.7045,28.386357142857143,1.0,7,6023.92
MKR,Extreme Fear,47.91373,4.791373,0.8,10,1664.83
MKR,Fear,1333.4571,55.5607125,1.0,24,11519.19
MKR,Greed,5.263168,2.631584,1.0,2,340.04999999999995
MKR,Neutral,29.645515,1.8528446875,1.0,16,1585.26
MNT,Extreme Greed,-21.057177,-7.0190589999999995,0.3333333333333333,3,680.6400000000001
MOODENG,Extreme Greed,16083.882211,309.3054271346154,0.6923076923076923,52,88058.66
MOODENG,Fear,8.497446,8.497446,1.0,1,213.5
MOODENG,Greed,68.127641,68.127641,1.0,1,485.67
MOODENG,Neutral,6.84105,3.420525,1.0,2,215.10999999999999
MORPHO,Extreme Fear,25.30602,2.81178,1.0,9,795.34
MORPHO,Extreme Greed,396.56499299999996,19.828249649999997,1.0,20,34144.62
MOVE,Extreme Greed,11.3683,5.68415,1.0,2,512.86
MOVE,Fear,2656.591555,33.2073944375,1.0,80,61289.89
MOVE,Greed,-105.56743700000001,-13.195929625000002,0.75,8,2302.58
MOVE,Neutral,0.5021180000000001,0.1673726666666667,1.0,3,1551.1
MYRO,Extreme Greed,51.19653,4.2663775,1.0,12,23364.82
MYRO,Neutral,2.28114,2.28114,1.0,1,219.62
NEAR,Extreme Greed,12881.069498,75.77099704705883,1.0,170,354844.35
NEAR,Greed,1073.254531,37.00877693103448,1.0,29,51179.009999999995
NEAR,Neutral,3.2119500000000003,1.6059750000000002,1.0,2,218.43
NEIROETH,Extreme Greed,34.161578,34.161578,1.0,1,187.77
NIL,Neutral,-3175.273635,-36.92178645348837,0.19767441860465115,86,239198.53
NTRN,Extreme Greed,316.13639,24.318183846153847,1.0,13,29903.260000000002
NTRN,Greed,1098.313553,20.722897226415093,0.7924528301886793,53,88303.3
NTRN,Neutral,187.309212,46.827303,1.0,4,6187.5
OGN,Neutral,1752.668422,6.819721486381323,1.0,257,28247.47
OM,Fear,106.321217,5.906734277777778,0.8888888888888888,18,3168.63
OM,Neutral,-881.40554,-88.140554,0.9,10,3400.96
ONDO,Extreme Greed,6754.784711,25.979941196153845,0.9769230769230769,260,236966.43
ONDO,Fear,6759.386169,31.883897023584908,1.0,212,183445.22
ONDO,Greed,9830.81453,76.2078645736434,0.9612403100775194,129,284246.86
ONDO,Neutral,1225.839495,10.301172226890756,1.0,119,161905.82
OP,Extreme Fear,18.778959999999998,9.389479999999999,1.0,2,481.21
OP,Extreme Greed,2408.498068,41.52582875862069,1.0,58,103299.12
OP,Fear,5562.348608,213.93648492307693,1.0,26,28099.14
OP,Greed,6.306648,6.306648,1.0,1,1325.1
OP,Neutral,82.364683,10.295585375,0.875,8,3914.34
ORDI,Extreme Greed,35.897842,3.9886491111111106,1.0,9,6623.469999999999
ORDI,Greed,63.69578,6.369578,1.0,10,3209.51
PAXG,Extreme Fear,588.9560720000001,2.9301297114427864,0.9701492537313433,201,542796.59
PAXG,Fear,-240.48984000000002,-4.71548705882353,0.23529411764705882,51,199180.52
PAXG,Neutral,-19037.340561,-81.70532429613735,0.0,233,791035.41
PENDLE,Extreme Fear,-1129.6645899999999,-19.146857457627117,0.4745762711864407,59,30259.21
PENDLE,Extreme Greed,1094.912296,16.101651411764706,0.9852941176470589,68,34397.86
PENDLE,Fear,4171.514997,23.047044182320445,1.0,181,81475.75
PENDLE,Greed,1328.211087,8.249758304347825,0.7888198757763976,161,129106.28
PENDLE,Neutral,2247.635948,17.981087584,1.0,125,38186.04
PENGU,Extreme Greed,1341.682675,10.400640891472868,0.751937984496124,129,64085.65
PENGU,Fear,-2343.760791,-23.674351424242428,0.20202020202020202,99,125867.49
PENGU,Greed,5020.278249,26.4225171,0.9894736842105263,190,224973.33000000002
PENGU,Neutral,1199.141133,15.179001683544305,0.9620253164556962,79,90592.22
PEOPLE,Extreme Greed,360.646005,360.646005,1.0,1,860.57
PIXEL,Extreme Greed,311.2,20.746666666666666,1.0,15,13100.01
PIXEL,Greed,94.69460000000001,31.56486666666667,0.3333333333333333,3,4242.400000000001
PNUT,Extreme Fear,1855.649224,1855.649224,1.0,1,545.21
PNUT,Extreme Greed,2512.6175749999998,42.58673855932203,0.9322033898305084,59,53842.3
PNUT,Greed,9491.958606,23.61183732835821,1.0,402,391254.75
PNUT,Neutral,984.738976,984.738976,1.0,1,40684.4
POLYX,Extreme Greed,618.133683,47.548744846153845,1.0,13,16643.81
POPCAT,Extreme Greed,44.572378,5.57154725,0.5,8,2926.8199999999997
POPCAT,Fear,1887.9196800000002,44.95046857142857,0.5952380952380952,42,74873.29
POPCAT,Greed,-9816.412248,-25.431119813471504,0.13730569948186527,386,221598.21
POPCAT,Neutral,-38.261680999999925,-0.17551229816513728,0.4036697247706422,218,108427.9
PROMPT,Fear,488.15346999999997,6.42307197368421,0.4868421052631579,76,51112.54
PROMPT,Greed,1985.161667,58.38710785294118,1.0,34,61985.46
PROMPT,Neutral,-95.33896,-19.067792,0.0,5,3453.54
PURR,Extreme Fear,167.09084399999998,20.886355499999997,0.625,8,891.17
PURR,Extreme Greed,18075.567600000002,39.99019380530974,0.9668141592920354,452,268790.49
PURR,Fear,4186.331753,33.490654024,0.976,125,100724.97
PURR,Greed,3314.362879,19.048062522988506,0.8620689655172413,174,111266.44
PURR,Neutral,1023.002126,9.836558903846154,0.9807692307692307,104,36100.4
PURR/USDC,Extreme Fear,-4986.899736,-138.52499266666666,0.1111111111111111,36,5506.35
PURR/USDC,Extreme Greed,77506.588413,108.70489258485274,0.9775596072931276,713,384873.28
PURR/USDC,Fear,44.355076999999994,3.1682197857142853,1.0,14,1292.96
PURR/USDC,Greed,14983.976218,50.45109837710438,0.9124579124579124,297,202562.11
PURR/USDC,Neutral,-12286.961953,-96.74773191338582,0.023622047244094488,127,76124.3
PYTH,Extreme Greed,111.878376,37.292792,1.0,3,7385.63
PYTH,Greed,1118.5681419999999,43.02185161538461,0.6153846153846154,26,148633.88
PYTH,Neutral,593.672754,17.990083454545456,1.0,33,30731.63
RENDER,Extreme Fear,4.36749,4.36749,1.0,1,217.72
RENDER,Extreme Greed,3966.776664,48.375325170731706,1.0,82,54118.63
RENDER,Fear,2031.170722,63.4740850625,0.9375,32,52886.8
RENDER,Greed,82.31715,9.14635,0.8888888888888888,9,7994.1
RENDER,Neutral,15.62623,7.813115,1.0,2,759.8499999999999
REQ,Fear,4.947336,0.3805643076923077,1.0,13,1141.29
REZ,Fear,163.08528,9.060293333333334,0.7777777777777778,18,6212.94
RLB,Greed,75.947736,37.973868,1.0,2,919.42
RNDR,Extreme Greed,3833.690372,81.56788025531915,1.0,47,102639.24
RNDR,Greed,9732.632186,98.30941602020202,1.0,99,231736.59
RSR,Extreme Greed,5.303512,1.325878,0.75,4,174.65
RSR,Fear,160.127816,8.427779789473684,1.0,19,9691.119999999999
RUNE,Extreme Fear,3843.26048,67.42562245614035,1.0,57,96159.31
RUNE,Extreme Greed,1042.127844,26.72122676923077,0.9487179487179487,39,34597.94
RUNE,Fear,2.5769399999999996,0.8589799999999999,0.6666666666666666,3,552.71
RUNE,Greed,1328.8252109999999,11.357480435897434,0.7435897435897436,117,200536.79
RUNE,Neutral,27.598647999999997,13.799323999999999,0.5,2,1311.27
S,Extreme Fear,-11474.72,-149.02233766233766,0.0,77,64421.55
S,Fear,2832.0791200000003,76.54267891891892,1.0,37,54017.85
S,Neutral,-2.204838,-1.102419,0.0,2,806.58
SAND,Extreme Fear,6.80157,3.400785,1.0,2,493.16
SAND,Extreme Greed,1128.957861,43.421456192307694,0.8846153846153846,26,23031.05
SAND,Fear,414.817137,21.832480894736843,0.8421052631578947,19,12355.31
SAND,Greed,573.822965,40.98735464285714,0.9285714285714286,14,7911.2300000000005
SAND,Neutral,89.03839400000001,9.89315488888889,0.8888888888888888,9,3016.8
SCR,Extreme Greed,1612.97536,76.80835047619047,1.0,21,25702.99
SEI,Extreme Greed,0.00345,0.001725,0.5,2,24.67
SEI,Fear,8356.0,1671.2,1.0,5,26687.5
SEI,Greed,-922.781714,-27.14063864705882,0.6470588235294118,34,165374.53
SEI,Neutral,2524.55573,19.570199457364343,0.9224806201550387,129,410937.01
SHIA,Greed,273.568643,91.18954766666667,1.0,3,776.31
SOL,Extreme Fear,105179.504312,121.87659827578216,0.6790266512166859,863,12705954.2
SOL,Extreme Greed,37715.928639,47.80219092395437,0.6210392902408112,789,2871230.73
SOL,Fear,741594.285928,359.8225550354197,0.9500242600679282,2061,25991552.05
SOL,Greed,451690.01397699997,890.907325398422,0.8974358974358975,507,9248095.32
SOL,Neutral,303376.19465,374.5385119135803,0.9012345679012346,810,11341645.83
SPX,Extreme Greed,65.39521,3.84677705882353,0.8823529411764706,17,993.81
SPX,Fear,2057.209938,158.2469183076923,1.0,13,37947.130000000005
SPX,Greed,3490.225951,83.10061788095238,1.0,42,102965.87
STG,Greed,179.54376000000002,35.90875200000001,1.0,5,5447.41
STRK,Extreme Greed,86.688835,4.562570263157895,1.0,19,1322.93
STRK,Greed,-1608.81,-160.881,0.0,10,39123.01
STRK,Neutral,4.74515,2.372575,1.0,2,217.12
STX,Extreme Greed,1535.891106,30.11551188235294,1.0,51,63356.979999999996
STX,Greed,47.994885999999994,23.997442999999997,1.0,2,1365.44
SUI,Extreme Fear,44788.991651,278.19249472670805,0.9440993788819876,161,935503.5599999999
SUI,Extreme Greed,23252.772656,98.94796874893618,0.9191489361702128,235,505318.56
SUI,Fear,26130.152572,214.18157845901638,0.8852459016393442,122,430140.04
SUI,Greed,101637.557765,333.23789431147543,0.9672131147540983,305,1969900.39
SUI,Neutral,3459.360278,49.419432542857145,0.9714285714285714,70,144165.78
SUPER,Extreme Greed,20.992058,20.992058,1.0,1,200.37
SUPER,Greed,7.091044,7.091044,1.0,1,214.76
SUPER,Neutral,7.114800000000001,3.5574000000000003,1.0,2,213.96
SUSHI,Extreme Greed,320.483655,10.01511421875,0.75,32,16513.28
SUSHI,Greed,278.313568,27.8313568,0.7,10,6715.889999999999
SUSHI,Neutral,6.644702,2.2149006666666664,1.0,3,437.28
TAO,Extreme Greed,2468.014121,33.351542175675675,1.0,74,78681.78
TAO,Fear,12235.525408,128.79500429473683,0.8842105263157894,95,191446.21
TAO,Greed,2374.233545,5.062331652452026,0.8784648187633263,469,579668.63
TAO,Neutral,-259.832604,-9.623429777777778,0.8888888888888888,27,40380.86
TIA,Extreme Greed,2465.9334949999998,29.010982294117646,0.8588235294117647,85,110524.75
TIA,Fear,8136.9878499999995,325.479514,0.92,25,49186.23
TIA,Greed,4921.6745470000005,136.71318186111114,0.9722222222222222,36,198726.44
TIA,Neutral,-2503.097638,-208.59146983333335,0.0,12,21130.05
TNSR,Extreme Greed,1845.5877580000001,11.253583890243902,0.8048780487804879,164,126332.99
TNSR,Fear,87.77524299999999,14.629207166666665,1.0,6,3519.71
TNSR,Greed,2974.547001,23.05850388372093,0.9922480620155039,129,70180.4
TNSR,Neutral,198.35476400000002,15.25805876923077,0.9230769230769231,13,5349.92
TON,Extreme Greed,-0.15074600000000027,-0.01004973333333335,0.26666666666666666,15,16594.02
TON,Greed,-17.947964,-3.5895927999999997,0.0,5,10304.45
TRUMP,Extreme Fear,31638.043139999998,421.8405752,0.9866666666666667,75,364013.42
TRUMP,Extreme Greed,-2589.7278620000006,-12.158346769953054,0.7370892018779343,213,958613.24
TRUMP,Fear,18920.459616,142.25909485714286,0.9398496240601504,133,518465.54
TRUMP,Greed,-432914.836315,-1173.2109385230353,0.3956639566395664,369,1444413.03
TRUMP,Neutral,20121.153242,119.06007835502959,1.0,169,610428.48
TRX,Extreme Greed,670.1615039999999,26.806460159999997,0.44,25,36537.19
TST,Greed,-177.198923,-5.716094290322581,0.0967741935483871,31,40206.95
TST,Neutral,3535.1932920000004,39.27992546666667,0.9888888888888889,90,246497.82
TURBO,Extreme Greed,7623.480459,254.11601530000002,0.9,30,73333.15000000001
TURBO,Greed,916.649485,33.94998092592593,1.0,27,21763.82
UNI,Extreme Fear,20.0475,20.0475,1.0,1,201.04
UNI,Extreme Greed,-39.785359,-4.420595444444444,0.3333333333333333,9,11731.869999999999
UNI,Fear,28.81502,14.40751,1.0,2,970.22
UNI,Greed,313.182412,52.19706866666667,1.0,6,7600.06
UNI,Neutral,25.506432,6.376608,1.0,4,1526.01
UNIBOT,Greed,325.055769,162.5278845,1.0,2,1329.15
USTC,Extreme Greed,13.354154999999999,0.5564231249999999,0.8333333333333334,24,4337.85
USTC,Greed,259.617366,259.617366,1.0,1,759.59
USTC,Neutral,73.721649,73.721649,1.0,1,426.28
USUAL,Extreme Fear,-2638.808313,-119.94583240909091,0.22727272727272727,22,7989.83
USUAL,Extreme Greed,6464.589204,35.5197209010989,0.7967032967032966,182,215812.46
USUAL,Fear,45893.103342,498.83807980434784,0.5434782608695652,92,90507.08
USUAL,Greed,19215.983896,150.1248741875,0.9140625,128,131849.08
USUAL,Neutral,697.075108,116.17918466666667,1.0,6,2189.53
VINE,Extreme Greed,4.9096079999999995,2.4548039999999998,0.5,2,504.65
VINE,Fear,882.309695,6.7351885114503816,0.8396946564885496,131,85248.92
VINE,Greed,44.167294,2.3245944210526317,1.0,19,16605.93
VINE,Neutral,3845.866111,20.34849794179894,0.9841269841269841,189,222490.63999999998
VIRTUAL,Extreme Fear,1943.08508,48.577127000000004,1.0,40,31820.53
VIRTUAL,Extreme Greed,16012.935511,90.98258813068182,0.9829545454545454,176,563141.4
VIRTUAL,Fear,3729.922474,84.77096531818182,1.0,44,40398.12
VIRTUAL,Greed,-2174.803249,-30.205600680555555,0.7361111111111112,72,51050.4
VIRTUAL,Neutral,33.341692,6.6683384000000006,0.6,5,3272.45
VVV,Fear,1001.414371,37.08942114814815,1.0,27,39935.12
VVV,Greed,556.482105,46.373508750000006,1.0,12,20554.73
VVV,Neutral,655.000942,19.264733588235295,0.8235294117647058,34,46791.08
W,Extreme Greed,294.885312,2.6096045309734515,0.9823008849557522,113,82445.1
W,Fear,54.734555,54.734555,1.0,1,275.78
W,Greed,1218.404228,13.845502590909092,1.0,88,69115.64
W,Neutral,25.733387999999998,6.4333469999999995,1.0,4,751.3000000000001
WCT,Fear,1531.72532,58.91251230769231,1.0,26,28468.56
WIF,Extreme Greed,11462.282016,78.50878093150685,0.9794520547945206,146,240678.62
WIF,Fear,-3326.846599,-369.6496221111111,0.2222222222222222,9,8872.11
WIF,Greed,743.307147,25.631280931034482,0.896551724137931,29,35820.4
WIF,Neutral,105.858215,21.171643,1.0,5,5775.6900000000005
WLD,Extreme Fear,48.74022,48.74022,1.0,1,895.34
WLD,Extreme Greed,16762.504226,60.29677779136691,0.9568345323741008,278,613441.51
WLD,Fear,1372.981827,40.38181844117647,0.9705882352941176,34,53445.61
WLD,Greed,8147.2458050000005,15.059604075785582,0.6765249537892791,541,597187.48
WLD,Neutral,-4049.551922,-47.08781304651163,0.5232558139534884,86,87124.07
XAI,Extreme Greed,1074.213807,179.03563450000001,1.0,6,31986.62
XRP,Extreme Fear,-11974.341082000003,-30.162068216624693,0.34760705289672544,397,1908062.49
XRP,Extreme Greed,-51.90063300000001,-0.2519448203883496,0.8349514563106796,206,132457.31
XRP,Fear,14977.157366,78.00602794791666,0.984375,192,568372.99
XRP,Greed,768.393924,9.979141870129869,0.922077922077922,77,87109.83
XRP,Neutral,37.59189,18.795945,1.0,2,461.70000000000005
YGG,Extreme Greed,30.012384,10.004128,1.0,3,1302.1100000000001
YGG,Fear,986.0408600000001,70.43149000000001,1.0,14,23473.440000000002
YGG,Greed,7.876652,3.938326,1.0,2,713.27
YGG,Neutral,19.82739,9.913695,1.0,2,756.1199999999999
ZEN,Greed,-1475.390707,-98.35938046666666,0.5333333333333333,15,18329.8
ZEREBRO,Extreme Fear,1148.250432,95.68753600000001,1.0,12,38859.82
ZEREBRO,Extreme Greed,9642.264996,63.021339843137255,1.0,153,236068.97
ZEREBRO,Fear,800.459267,13.567106220338982,0.9830508474576272,59,51318.6
ZEREBRO,Greed,6155.199495,32.567193095238096,0.9047619047619048,189,190480.82
ZEREBRO,Neutral,3420.751088,15.069388052863436,0.9911894273127754,227,139884.17
ZETA,Extreme Greed,2472.6162209999998,16.16089033333333,1.0,153,78537.62
ZETA,Greed,2163.86907,29.642042054794523,1.0,73,78526.47
ZETA,Neutral,-13.88379,-3.4709475,0.25,4,183.44
ZK,Extreme Greed,98.011093,3.1616481612903224,0.9354838709677419,31,1677.86
ZK,Greed,1.6456,1.6456,1.0,1,29.89
ZORA,Greed,6816.51283,69.55625336734694,0.9897959183673469,98,167681.1
ZRO,Extreme Greed,359.03149,51.29021285714286,1.0,7,1156.98
ZRO,Fear,3430.864626,81.687253,0.9523809523809523,42,82039.17
ZRO,Greed,143815.507053,199.74375979583334,0.5319444444444444,720,639312.66
ZRO,Neutral,36172.38052,1446.8952208,1.0,25,165862.93
kBONK,Extreme Greed,36700.494102,69.11580810169491,0.9566854990583804,531,1075559.9
kBONK,Fear,742.104985,35.33833261904762,1.0,21,43624.409999999996
kBONK,Greed,-2021.400269,-3.5463162614035086,0.10175438596491228,570,364881.55
kBONK,Neutral,130.04645799999997,3.024336232558139,0.6511627906976745,43,49046.83
kFLOKI,Extreme Greed,1556.721213,86.48451183333333,1.0,18,18713.81
kFLOKI,Greed,46.630962,46.630962,1.0,1,511.76
kFLOKI,Neutral,4.08395,4.08395,1.0,1,217.86
kNEIRO,Greed,8.159745000000001,4.0798725000000005,1.0,2,213.74
kNEIRO,Neutral,-2.840308,-2.840308,0.0,1,224.73
kPEPE,Extreme Fear,2.767205,2.767205,1.0,1,497.31
kPEPE,Extreme Greed,20930.683155,37.71294262162162,0.6918918918918919,555,914474.94
kPEPE,Fear,4844.856091,69.21222987142856,0.8857142857142857,70,45884.29
kPEPE,Greed,-6949.144929,-19.854699797142857,0.12,350,206102.81
kPEPE,Neutral,-152.164238,-2.6695480350877197,0.07017543859649122,57,30484.91
kSHIB,Extreme Greed,264.9663,15.58625294117647,0.5882352941176471,17,41645.49
kSHIB,Fear,13.644264,13.644264,1.0,1,208.31
kSHIB,Neutral,0.5267,0.5267,1.0,1,221.48
